source,target
471929,417346
591599,591533
362423,322326
420237,1059362
419252,117938
916447,190115
31011,428557
368295,591658
362399,156085
425389,146062
95994,297180
685592,146371
66837,379783
561949,788799
753372,246892
117731,180960
914522,472530
1002511,51315
132468,286389
500942,315782
820405,655251
178841,247055
238746,962991
539683,364142
1147950,1087680
85735,85647
202569,908898
155995,22058
6433,83454
606421,201484
546660,120634
907116,292907
111074,457160
80981,413404
297285,387408
117039,135122
388518,119038
132355,263267
791122,81826
298525,152627
587344,228996
422318,446779
478547,287006
170282,1040456
147995,123353
357555,454101
1006205,369920
400841,276800
1603892,1342181
221965,513792
879781,763361
685699,462681
37074,490239
1357815,726270
464817,428709
669023,637235
526844,511230
74584,390729
127268,940193
683893,202437
843385,295645
30354,17949
280227,67842
548006,1203835
537038,533904
941829,891200
210806,227848
941029,204012
227170,1138264
685625,61107
402506,163661
595790,770237
1225585,635553
850711,224399
326608,401379
545473,117369
769153,217097
1073741,435314
476832,301932
1130923,1014016
484431,117142
19221,80603
65497,422318
132091,64018
658662,121640
853077,196505
122772,893393
277243,422668
812036,114288
339569,215389
912367,479641
94286,702048
42066,708451
475253,311672
165449,648116
348919,275843
69942,641210
786529,740725
8846,216071
1126648,293833
507688,86339
484715,287347
25439,102822
109423,764161
292524,51879
428397,766204
989447,936366
639164,1073503
25606,14684
898002,171105
49078,18449
1084386,1174111
338142,209036
1205904,1302369
626424,237423
125381,125540
738247,1467578
32108,131827
770568,723047
633182,160696
333651,854017
739315,241678
185977,293831
394141,219762
43151,18344
173627,884207
1425387,1027776
306746,976965
272112,198723
582870,495191
286461,286074
1270335,399349
1255610,1592305
588297,50280
77225,419328
255899,711943
90140,206515
373218,24443
1395441,1305858
313857,1096512
807589,593616
54887,74353
370071,302843
714922,758818
347519,356043
111542,449831
522445,380922
340432,545332
1211554,776720
932943,932945
282093,248949
487004,491491
1126469,219670
332267,1172066
1196769,423279
793026,314422
145327,482270
321216,190537
1109153,1108154
37060,490025
97066,85794
867842,630649
294659,1216763
188333,722773
1136075,260124
310876,104436
453836,189379
425447,443799
141294,345141
105980,793265
944553,199524
41909,305893
582589,479578
108978,851287
133212,735516
262754,744068
1194540,342166
217534,257815
294483,561442
31229,428574
932690,645261
496447,38265
12623,244315
322767,233820
576223,835026
211265,123234
11725,233867
573286,116134
374406,79015
507509,100556
920970,1012494
399926,509204
974647,452212
155059,917500
984157,293931
1487497,811994
627132,227077
1137870,812934
507167,470420
436063,207970
1597822,1366654
70636,2964
968007,253190
1046005,638245
480024,251259
151185,44496
607798,266712
1298841,1431883
228056,469180
1327771,203392
85678,810698
810711,1025650
38220,502137
34693,5302
613279,240358
2693,19747
372010,766253
324884,543917
259709,1062777
484942,708507
232984,117641
455722,889292
227761,120369
185888,180034
1091578,1076313
726410,1108525
811857,586399
943302,917780
892397,527965
512246,343692
177940,401644
17910,15509
814149,419663
3568,88301
218244,918503
365321,644831
42947,42879
172625,158386
708095,708245
951872,995095
251378,714328
1033150,1136037
628125,97709
732486,549462
348091,494583
790,23365
721625,1054081
477199,207135
569119,235126
699308,587121
596841,1586898
434463,73213
1289835,1045114
25311,131730
319010,287990
217546,720300
513840,348497
1138400,301799
1081036,353899
677991,1337755
189607,1476234
407881,477699
308110,1036546
589749,484998
910339,155652
3268,3737
225396,195869
223948,506053
405075,956558
1260175,1283464
570754,746440
34738,58974
606977,180147
1011320,143871
253011,253004
795698,233448
502593,110651
981096,565260
187557,462767
39536,29408
206355,660527
407491,86649
8984,82383
92422,382311
425845,257107
634580,589528
472327,97085
527784,605886
15365,15355
118162,274520
1079535,266884
391875,240615
360134,318488
206435,488305
303533,927946
83158,301124
141359,618202
2614,60881
681933,523536
838061,632517
32478,173818
258087,54121
599666,1051442
905833,424289
34046,461933
1374711,528193
1102438,1231432
86456,379946
1354812,471926
588940,10732
491346,305743
263988,44921
428461,172346
264532,433730
238196,182038
419230,781023
159872,401104
1442691,645641
487545,470923
447751,642036
854396,1393680
146,8789
487324,110123
224018,224016
134927,689379
421696,770344
246046,279029
15892,37083
317780,366745
118261,273988
450572,275172
122358,208434
440017,144191
262070,495364
877087,165481
1672,36185
379534,564234
121703,353347
279408,738481
252848,73737
171502,348353
137942,966800
7984,284211
305510,217543
694471,518712
102515,37972
480561,987355
295547,260096
51658,132573
257272,130762
1053578,789978
304893,89877
1388032,413130
38310,319469
85541,489392
141755,387723
265487,651428
115888,569511
196852,9363
405638,599518
57679,469717
66498,715565
921760,170484
372749,920370
500441,1041130
450118,227861
411507,312381
660768,94840
822503,338271
854113,97310
280465,234773
8174,183232
741903,531383
296302,196999
89264,555777
158483,869257
1154582,239817
587769,99574
792975,510966
691758,1075888
87918,26970
1219303,297827
473461,885506
606446,825491
210543,935334
63303,208885
453255,56983
16019,77283
293737,17737
797946,225636
67034,65402
981987,591634
229832,459867
74307,45778
92992,328639
14330,287497
729759,1480314
993217,149563
1891,81551
430073,1103036
201890,199302
601770,1356026
27996,484978
216538,552807
770090,101293
308819,377423
47264,41585
267027,573349
362338,218629
532721,1162588
561389,988143
1038025,665243
162665,994633
165499,188912
925323,397990
846918,321780
113410,245765
410378,666353
341581,892683
705701,654286
591405,672087
106774,881972
878525,154045
853296,304109
317606,423798
510233,75495
521434,521421
1338630,1371347
536948,481555
208874,187876
383519,468049
173369,527350
451037,264095
402677,697599
1036152,1270568
572204,270159
153997,490256
28247,400353
516179,557988
110931,94576
663952,664037
304744,43740
133536,111668
1088003,1103103
154459,4686
560044,1255823
32921,25979
310664,253021
34922,463988
302115,102569
347025,567396
150099,994036
345776,207914
949668,663737
30711,23124
374150,119176
57908,145071
109414,391211
240804,60399
1008380,156420
955156,134170
1074890,351053
90056,809628
154408,88085
414627,487088
155883,80313
569796,866700
1065782,759575
236727,249286
577961,175908
62369,73715
100112,862335
621187,383412
251214,231373
479169,148013
958427,656206
48768,587265
516346,697907
170111,666630
1341275,933085
364897,371321
324790,368458
529993,364650
227735,305026
1176057,1096119
142730,79996
365428,987530
237084,33753
157909,481012
362076,52976
284763,16021
669213,59220
694294,694295
146944,442138
60293,680435
638595,854121
244899,595863
1420416,745600
778754,509592
253224,55622
693742,520797
551844,1326951
898140,1047982
221562,293255
307978,392751
355252,276522
499286,165389
822192,935235
85754,16980
303354,563116
20943,68499
809601,332954
488614,1084023
536644,683048
257277,679107
79443,349830
233549,243050
316367,247300
707565,799639
178972,406672
891554,120295
632209,857046
78740,67342
477713,116238
383128,686529
580362,1528675
497596,230522
530482,1357659
416404,258052
1220377,543140
345167,155116
869502,831538
175026,311664
184920,252972
663048,641187
820287,176985
31464,40628
94064,371688
149937,389117
4849,104762
222753,501848
114851,285558
947674,992642
992788,332506
160268,343616
185774,1052293
954873,343137
170271,393851
691527,1114140
458857,33899
466207,1017304
600876,547586
818834,406271
184499,390410
75691,241276
643847,396282
519208,459457
322081,477059
2401,21229
839330,92037
106607,119814
261224,540612
17751,303533
570736,507625
753650,1006424
730774,794483
640320,92291
113073,380280
433589,780539
10052,183888
202090,487099
3544,80782
15800,20738
862293,113294
248872,287998
189767,788913
854353,580882
1028317,1305299
492442,407399
370005,233611
314523,518992
363265,533752
455554,293771
242048,382208
404901,168910
26609,72109
951387,260061
437947,510131
631168,54192
112537,819961
324143,323888
28854,386843
776852,84586
118499,83914
401112,810581
252577,509164
414149,351347
767567,884855
445772,490249
564318,429470
352901,370231
361263,361291
153528,115695
347497,1247367
442546,49924
19015,8903
291687,1073704
155860,1333789
422518,939876
145906,444762
472494,1087624
39673,173091
1057269,176954
503013,337475
854016,681747
467150,219762
108172,100868
152277,346062
142922,730092
1255961,337089
1103115,68313
29093,134605
512958,509409
397174,1235917
19382,117158
67711,14745
568341,817078
911227,436037
533043,344552
487393,486726
126581,369802
234429,220173
401143,295631
438338,483771
34333,16448
600184,212373
684607,330765
404168,525995
296798,440465
72548,10585
464473,214067
692902,556034
331928,246175
101406,4020
76223,768645
1891,105129
512096,913627
446723,448226
642145,1157252
591920,422918
1213334,657237
908426,146890
636340,772081
1008480,360118
1421926,1054029
348044,717679
1043875,1491296
141398,141220
338416,259711
397174,138523
469370,177179
681878,541267
129991,947779
444823,426147
626401,913270
628206,256577
47479,137377
1232573,452527
358366,378205
490226,685957
524087,757742
322763,600553
6811,10089
8376,182682
313433,162911
854950,243788
1264510,481495
1392175,534639
334212,265104
1099551,212791
899519,112205
443274,264015
674179,103718
1523821,645048
464395,465850
43823,105701
1207323,1372624
1502447,293854
117986,135108
423518,595249
541811,1091669
31881,304478
249944,918902
754861,193231
1155185,533181
121383,14640
304597,287110
128246,716809
490065,389004
659921,321013
209731,175727
312534,1233533
259636,345671
442653,1127418
15155,93723
356948,1275506
492037,146908
857780,277840
53504,364453
668610,294432
385251,53881
552650,541468
98193,102275
115717,848788
600791,241585
226168,12112
73668,86005
650664,582408
571422,131443
569666,141687
882223,1402706
392764,536395
562497,442274
378015,1352535
5229,19614
166104,261822
90186,809418
27572,186566
505935,557208
43162,50246
474185,1027690
162037,548919
208056,238048
507091,390887
751413,926566
2614,61181
581008,183971
492204,254102
1085736,533984
280655,197311
1270555,619105
752245,179382
202065,1098968
201064,9236
1528797,1353746
473609,66672
392504,70217
498045,89331
523582,798493
30085,27505
976413,976394
914399,940376
213886,769128
1377454,713551
477550,145478
191139,873276
144962,490271
198826,474626
350684,350087
1407503,279253
908045,647659
256148,305492
483960,298394
312288,814911
692408,167414
394380,812598
772568,404348
605316,177071
99165,204231
322431,90416
41326,331359
137031,862857
73041,274634
165759,460320
49398,10879
656763,540191
443488,1282285
685101,124273
19386,73694
357031,735035
710971,355081
357211,141495
795950,82193
755265,370135
349004,268775
237219,399059
38325,447015
257780,363651
613630,1023639
564178,174582
1263958,908689
529080,57518
414067,485497
606927,938649
678914,789726
242470,142494
170647,589718
614235,86671
15841,74813
474246,430240
436903,689263
751272,494120
504222,507540
5384,29800
1052412,684997
710059,850980
161548,274578
380330,397260
465040,507512
129241,103477
617268,216929
857061,386564
269900,737510
716587,1078501
1048937,1119760
186219,112336
374033,284274
78157,581890
92599,366353
352698,190093
770050,321362
1216861,622299
1202863,582682
467189,295694
469498,519101
434456,733880
15080,149059
227889,588280
1358013,1158852
57435,177403
269136,269898
883254,1516506
257665,700517
423829,891851
485634,199849
608587,392763
71911,100910
180894,108186
601473,172837
768194,627350
374730,664747
151369,741425
732171,322268
55581,98798
224762,45188
972023,1060453
124310,265976
87199,3601
1048144,172846
415542,1319937
654888,560763
273214,409606
323235,619603
100621,221550
212706,169429
417710,429400
549272,1150189
559433,87391
217193,106091
747651,763175
195941,183172
190739,136622
148080,509862
1028406,181503
81309,392979
434751,1210012
490385,900520
117530,225690
385246,687454
173279,349180
747291,425389
938239,416101
25991,1273
286586,86447
626902,1118478
1147431,509345
579400,86368
415103,135074
342997,202654
369233,60768
98682,98611
21117,177713
469987,165934
247394,373351
993541,193579
8508,183389
1573672,1622467
375763,457170
461489,592244
216038,219213
733239,1051774
335893,109433
196999,401004
1372616,1239676
8242,79566
829264,1015211
84166,640164
267641,1046407
377479,1000451
384574,206531
234174,496137
340835,417486
321663,236704
101628,331449
85408,19550
556455,303007
576242,928334
702116,1137203
422770,30391
451095,515817
645026,131814
254542,415197
1054672,176057
362007,298082
277930,591252
600502,447590
91519,38715
254136,380351
1443413,647471
278594,403810
647778,514098
1101584,204351
239951,216160
110133,12740
206637,617254
269555,534872
510691,34885
887644,582723
356542,360045
336705,276011
390711,460647
130582,948419
570216,402181
133924,51900
522470,1385343
565933,200326
37391,148502
400078,27509
120079,144145
98985,582116
740047,568172
354498,351613
409773,409807
578331,47508
213538,1031765
29493,121801
368276,255605
651244,874512
15293,274904
72268,230441
252532,253353
851368,507171
203247,625974
76119,787295
174540,499370
121557,285221
373415,646063
737519,453204
179546,254807
505425,271483
341570,120598
658259,409152
466773,749252
167598,63522
182330,267278
578686,433877
98756,390037
928452,510171
153846,136138
1025735,425778
480750,700024
651569,546963
802134,609183
564152,932706
465791,472312
325703,796966
100875,103275
114418,311907
292987,352264
623518,339769
1243941,968946
196847,1090593
358002,307224
626761,626759
439507,37076
779575,1239718
355834,325070
140322,37909
511606,995094
346624,664786
1340049,651979
365512,796030
62623,379083
41706,71558
173773,1050065
295292,123267
336282,460096
308081,72319
435161,232584
211641,258583
615826,619485
502859,542173
35332,175324
507953,829634
250493,108412
151803,997670
428100,451168
630458,63864
56604,156102
716580,1428748
243981,12435
1018544,1548564
847728,94690
531458,560511
119136,454519
344787,967476
106952,106949
418174,415742
178250,52190
594129,594234
300802,867738
2401,24479
624378,855431
334097,331492
20772,50558
35573,472797
759887,504699
55084,77965
109361,311562
982740,330804
362479,691276
346860,487223
1136267,499012
226053,274779
1106753,631384
325776,219765
608725,56255
1003587,350523
24077,53875
538837,246678
917076,330056
368634,291076
53801,27578
225489,184507
562930,77380
875030,875028
23988,126241
515287,419123
1115095,150420
59976,677750
3914,420798
31884,297610
553236,229086
77775,535311
364269,1280325
327701,208637
290336,183469
1026504,496558
650943,307230
547845,668517
1194140,450477
260104,555521
247393,402036
274715,155204
249407,453136
743240,187598
192783,157368
25789,72047
37264,425626
69997,181013
412006,346210
1270988,352027
459592,258495
1174238,1116005
211704,408394
1102273,749835
335171,126232
95301,39968
634147,274223
770502,325334
1173735,406769
428433,393417
755345,116488
237642,992910
1138369,819920
820015,654348
629066,226575
690504,111343
115316,302610
930885,323996
983800,71967
2504,49261
1597021,1288053
623261,702897
252896,420814
135649,382099
980816,1232058
731475,476492
95518,721213
274751,559965
649713,776847
664503,120920
496862,637167
520044,295447
446036,1086531
1335345,507433
394223,1303275
683158,682404
992163,466135
149128,496959
38625,38749
437281,123557
851963,581790
149801,702176
116536,912812
79551,375973
345969,1264492
332500,267276
308680,400977
979761,172787
852887,96203
1418531,819560
334985,545714
518746,942764
1282347,366102
77502,145444
31106,253050
799595,119811
382760,569277
40684,15743
594533,238596
475353,495403
670409,392620
653689,346134
338689,342454
802849,429135
1516497,690269
45539,25442
1149978,510935
86225,553037
957439,452904
432545,98892
67537,506017
163071,1021291
655297,1315542
196795,265805
526,18574
612685,592169
107828,19054
292452,223774
22126,284536
14607,22135
341566,104248
212426,431070
131935,399641
108533,470764
395041,1078417
355102,78361
1525267,917932
889863,108955
200880,914051
189794,393788
248660,1041632
1017273,175428
525663,311375
622783,471830
245207,105498
826530,109692
659124,406490
347950,192178
273412,1109949
102607,717544
365890,98207
662888,588271
682144,185557
290904,76109
42093,532750
1073741,546354
257508,75782
145007,390089
225253,449522
437292,437290
1298751,585225
427804,74582
659796,76734
1083770,192664
206965,620799
56881,596972
58429,294836
345557,338989
9053,108943
115860,88077
448197,636452
309122,353322
707355,947829
523024,336895
1219149,1586705
287180,575799
144840,9509
737115,571405
1040190,30490
1447012,1017052
496288,38403
482007,470901
745032,920425
436702,295593
278369,86754
294027,17660
555975,983309
612669,51998
1409771,683225
509486,533300
431060,477117
254395,171872
512464,680027
777884,1488092
140710,242495
40879,1047330
203704,94036
749376,508806
49015,1207250
661879,480954
279232,292877
1246679,1490779
260164,831931
121570,199993
890609,633333
471862,269093
775863,141896
878412,344663
1047379,545301
122429,121211
826376,268360
175165,645043
33924,456984
934471,525353
1138526,1124435
72313,710397
334548,873382
215596,343873
757646,184091
177532,90238
13206,20118
1570264,1122904
640196,1250960
190591,584892
594507,415196
97962,233227
560495,208130
432866,713239
394535,212564
714166,249294
220841,445442
234684,120554
618541,165709
853808,1186815
227836,1094481
174267,7869
174739,162164
856553,562066
738021,430153
106826,367976
548144,1063526
709197,485741
247573,26885
279990,772493
670964,273845
393006,804390
466399,801571
363124,268237
437092,339803
694109,1314794
618882,81207
763323,74697
223771,421039
1224968,556900
718721,76677
36708,42413
234702,24009
1113340,358283
1384471,1074269
410065,510524
390712,1302720
94634,202431
205437,77353
608225,166881
608417,114459
830579,1215505
328888,368778
741532,289828
215750,290094
584634,742803
417997,434904
110542,351509
884703,692430
1166830,1097891
890271,392330
777838,365610
933520,1025725
449869,367651
161034,423924
643982,167253
851475,179941
235484,343473
74995,117768
511511,481174
905864,338079
6161,81516
344497,755928
386435,648624
595429,965592
1382763,1487272
898247,257177
640492,375243
1179717,595171
53006,188873
14163,11253
21229,1175099
552250,1126550
522167,1119600
377558,89936
507374,177612
231749,608792
231741,847455
129894,440461
575032,391977
447678,6882
122685,207990
530483,1389990
519135,200905
191930,192069
45783,9807
314318,108344
607885,1234555
203179,1488572
95928,93182
88470,84666
94035,304536
441689,35525
92536,235973
358405,582911
290200,178806
445425,919640
283495,28032
562419,581788
407426,918108
854439,1474922
34288,337653
1160320,364397
834851,862446
134914,324179
225073,319166
456228,349660
546983,248202
50312,10374
1060,595
277425,820471
618394,92852
298753,264862
407113,456290
512430,459189
522987,622543
516771,690925
63886,203480
296565,111579
836047,711519
1078854,189053
1007139,918144
471084,478721
787346,746161
204545,636574
175332,400159
208146,92259
670075,755616
285461,558749
1329544,1062952
313978,228619
285056,55634
85485,68385
628863,240163
108332,111482
843951,522998
170946,174390
227417,266678
155319,136193
208878,129606
216904,1084396
38203,36918
736532,869915
1173659,1481784
405005,876508
692016,1163418
17571,110429
454575,91261
848091,1507691
12936,248690
348391,298792
1098705,449352
631162,634227
165681,981967
50064,297651
767684,378404
184511,119791
545522,222197
264863,1174122
570456,685160
625757,414328
232562,234701
184029,82674
259750,1061561
385472,1871
484916,627793
799650,427215
875586,1373228
635934,472524
212227,479855
1113819,1362162
262681,223972
583324,1033888
13263,189
785324,153811
410179,1010049
159319,127125
690651,146836
757061,228866
1019769,1139297
90333,600808
115132,222772
463697,1250951
121469,121431
51960,307906
609499,52708
73627,761582
903351,359745
50258,575027
136780,332290
329041,394915
247046,64990
609821,53897
111976,320165
68782,141642
641830,90942
450981,480961
56294,268204
257053,411514
199761,705256
206092,625341
838513,622783
433744,1266750
501507,626559
444530,566983
536603,621010
166464,158102
836520,132641
401481,218735
607276,478544
392125,280097
35347,133493
424854,1005795
39926,72294
305020,956847
1108519,7552
18572,18300
379093,26421
16468,290033
586689,779914
306062,840127
621392,831826
745675,867423
12851,28030
611345,217233
336925,1255671
95197,131490
320142,335191
654998,996075
166397,78208
139285,480333
378944,136955
339234,339232
134463,489525
199206,117448
730913,730910
637153,420144
1197046,1141313
826916,231428
1220383,1586871
153121,204267
95096,95085
361989,225954
270107,174967
389096,25994
112608,311790
1915,46516
840369,470692
433996,31394
564820,659697
466364,114147
35758,138460
199167,69634
777771,163122
428615,1017687
26606,144559
418390,782959
453827,974352
586374,83058
895471,76742
785474,807364
1075147,389557
614949,614950
186619,84110
376271,91060
562158,1164274
457570,34431
436972,421472
432486,196711
647081,123002
264888,673813
121060,244923
706060,536969
630382,355195
143682,6298
584584,292838
542935,414154
586689,1209273
369204,1057860
1030911,1172294
1025794,250303
147037,6538
324260,1182975
514366,191625
933647,489151
79423,514931
948506,176566
459861,413067
239807,237392
296808,113156
218632,78410
210902,209218
78621,29738
1158909,786334
670577,331205
936208,125489
539723,491355
491256,391460
662739,80842
172179,172328
446608,838954
297217,111790
388373,567769
739217,426563
1312373,858179
517775,362356
113115,713046
469244,460262
123096,299908
334933,103057
942335,940302
107817,461431
785210,1490509
562729,535590
11358,129653
73524,354902
353939,372556
927865,119537
286643,128599
76502,79330
253750,264852
560780,1076543
749179,757956
528196,374827
251803,277592
123396,464172
418732,102049
225009,180567
381650,288394
1094139,838098
921717,1059141
489063,700870
1014052,1195926
782225,684586
431772,182074
72251,357989
295941,38697
617792,139520
267245,264767
769309,459290
171654,55496
145486,744654
155508,507290
49736,598448
624487,149120
381291,381345
524249,656258
852726,115363
174585,393184
50155,16708
900338,828294
649617,19324
162911,454848
615422,1096074
238178,549360
968170,242834
432967,346271
265481,245666
1371321,897307
317949,594175
1235741,435556
43975,550668
578800,488726
1016538,1477910
357790,865259
799498,345907
68903,124106
1125319,713509
401925,995185
314452,431399
295588,974135
599455,551225
34489,120920
104491,17103
82359,83804
926301,929317
13144,18963
924115,416791
13150,13229
881443,544747
29243,261623
128048,601968
436919,355489
470489,659059
358954,214034
246237,206756
646095,632475
570993,685688
845484,616301
511689,69753
291498,39343
1291310,10656
965581,164693
981874,671148
462422,195969
657270,355194
812026,678054
1169400,531349
1223322,1259054
401060,28117
38541,173795
839188,1299445
3075,892
285744,24955
88094,287123
608473,608343
91531,155496
262134,83871
174296,623819
453100,144289
1378351,511626
630482,620770
36437,64123
1203356,1008739
627465,64539
880695,871882
356456,547163
145678,139677
69596,384347
575649,654116
705736,133935
1759,23365
266747,190435
1410714,1082141
165084,200326
1286340,504811
433894,886610
1027127,993483
1377460,462761
318123,295767
554183,233817
158439,853434
127294,620840
760800,834438
504694,1003057
405275,272295
604261,702431
525946,482054
1502155,1209427
1003899,1024946
678756,403963
124863,124790
721621,589719
1183352,1241645
435966,878807
227565,678308
665537,376927
1054898,176147
901727,450837
320104,292823
854190,581746
140717,38033
134203,300958
330895,573611
1583710,1261936
456127,132778
666607,135931
571264,1115408
413279,810084
255240,40504
146577,57501
64060,533174
54749,401396
794291,449380
1248101,1256187
282716,511878
121456,222026
654411,302861
203509,38957
820282,375268
901002,911233
156948,160478
483819,141325
429465,78428
98048,57500
1124752,218496
636568,593531
17175,900993
379601,1360515
261805,256551
381381,1246071
559827,1086635
145298,265587
765997,787132
70737,420277
248961,339667
1133523,603147
629302,518677
239106,101854
195047,22765
633667,288794
568342,672030
210850,220871
944044,414334
874533,25093
916818,118969
84241,147883
548748,171844
717373,230337
513172,39795
310780,148088
641438,76186
212761,443023
253639,837103
670051,558107
524922,524921
820478,931879
826666,903487
630220,633063
319677,338191
131635,65577
603230,343643
206245,239531
655551,485704
153498,301511
500450,669037
219578,253696
3908,90115
524923,1048684
736278,71309
1005988,731344
103378,81680
835844,145711
430699,306528
382146,345476
649204,615576
52997,618896
1059369,430064
289456,596648
386139,821971
1100342,202933
175264,229225
650558,341117
608049,786783
348044,682950
470064,475569
267192,301935
3402,1668
623754,208825
379859,476411
40350,16274
257988,690812
663227,1187902
80228,320419
1361442,704475
486950,13827
115137,372655
284351,992702
622695,1270780
1520215,897191
86650,126446
893115,361042
20105,51636
144183,623046
64671,563945
632122,133535
474300,1176063
369126,283697
389018,1004971
95550,1583387
12157,76329
414366,90633
289795,664039
530633,238113
77069,773473
215702,215294
219415,401004
1005969,171951
783987,134840
308435,423078
348259,352210
364207,158180
1610359,1401180
55097,285057
583137,459350
342759,222972
934967,182516
337175,52126
757009,408948
395828,474527
682836,665476
311548,409479
908744,246309
5867,119446
66758,282323
742563,423832
268402,822136
37201,180443
735912,941072
212865,191263
180613,248359
214227,32972
895,27108
839746,712226
58072,331203
574,7374
139190,26791
327692,869117
633529,311480
307125,304148
277142,304238
389830,397404
313508,348347
696021,352840
242812,161671
398177,416873
305227,716619
353752,788368
1060871,920935
617241,549382
1068676,664977
841978,1089020
1037244,784887
330483,577159
297677,294930
792726,805581
394529,6530
1252449,333268
145096,903316
751728,1075628
101879,533329
541750,88122
617958,1029585
414130,183354
417012,668166
240103,263785
59978,244333
830570,267714
40249,346435
272570,454306
1709,12303
368043,368041
460369,162193
261246,598437
576013,689496
13607,37687
898336,135605
805499,168316
924093,1132936
754211,387771
111724,25298
186308,312302
188498,626543
37165,42692
572453,958072
875593,333540
236616,181769
1320019,506931
1191244,929834
360909,665402
822483,926083
709955,225614
139601,18979
85697,787665
249106,407728
710538,85020
422273,923243
608431,435504
15268,276520
1146271,1179872
352567,693165
1038020,553440
71317,87455
1037407,647921
310393,90327
1021045,1548994
269879,190637
168912,778879
1083732,425320
1036514,1333318
1377273,953869
399675,682039
168454,651761
1032636,510670
1029343,408084
893724,950118
7737,160098
259173,257831
154619,134639
857283,1380170
1207041,285030
1198473,904852
236019,212959
122608,55957
488789,450044
552217,604069
56,2878
428233,758688
722324,82399
470325,594958
49445,22306
606191,724127
1318111,636519
1017544,704024
352224,131825
109610,1204380
530231,334783
153392,566980
43232,41006
525892,330320
927363,614058
626995,996753
312870,19282
81490,124429
286320,294630
1165974,736319
38369,27091
416463,390318
81556,12218
1121932,59586
1053642,1540003
34407,600037
366537,318117
333539,1137463
89001,822409
332925,268694
561641,322889
37195,12856
168879,344247
368292,79578
1073727,613856
1178400,196178
396423,331140
39530,306841
267363,355299
526770,649355
40224,518416
211997,282095
86534,90066
87330,829048
396885,979472
637374,826302
1045079,724072
524232,378592
613357,355118
1104725,1279018
674389,112163
406813,279648
378202,378259
568460,122591
365531,365530
664437,572271
153698,367316
75895,323002
549504,322859
525613,1141481
225816,225814
346726,697118
378325,378233
21285,916704
516601,454124
587031,16228
322793,974959
661869,779912
33125,106362
496375,515496
397929,894840
213441,177370
578321,180698
354681,355195
1001865,868067
48529,1900
1142137,230076
109421,111925
110039,64197
563190,292723
1141325,89787
451488,79530
167909,877503
11772,11584
453512,835332
656134,60552
802762,412027
427520,155829
486312,771597
457527,210628
249397,113453
727694,946066
406623,223585
388305,199342
1082710,737112
511843,375265
483930,160966
448294,484778
1492587,792329
443953,467748
112765,872283
199705,249235
861048,1280321
165983,778739
391696,979672
283073,136978
586690,467764
338013,1307152
473996,44171
781879,1361877
327247,327344
482495,500701
683210,342821
365600,682875
132543,5299
382328,383019
197529,974357
440989,458539
140800,141899
698812,169797
180382,166202
7440,4626
1192440,1491705
864897,864920
23617,363555
519095,93181
729475,1371504
375462,116440
44885,58888
1399655,676901
261272,46261
200998,509852
425409,999107
959166,797615
268468,318111
544796,143821
289639,312805
9901,37766
84642,535455
953372,451742
146556,243725
1093167,1237341
823170,389718
924379,121538
165366,79124
319980,409277
388313,164111
1118258,1525384
111325,432873
754704,73698
638698,750169
63364,697973
45484,784287
1029178,214164
263794,368471
316687,670334
381393,210476
831048,601171
764006,323921
462491,389732
45850,728684
218557,428071
11300,457461
479857,367533
117776,538024
1492106,790411
478532,170383
136801,80672
233722,11938
805553,84680
1017976,426495
340283,340708
247061,753488
568991,111984
617474,925225
1009714,631779
1018853,883780
907768,684632
949458,948355
955391,405887
86910,254070
614810,310331
185046,415423
384941,689475
57040,643396
354613,515988
898000,647999
262577,265070
38225,175611
516801,40388
220126,444978
656981,57633
613483,570168
124788,162703
647644,671112
947066,887801
873575,757089
165832,539953
642747,1335974
77361,261367
308831,1005744
1492508,792094
519277,529919
342865,531737
611644,407042
181622,418849
406711,178935
483392,119825
61691,1096000
909008,704509
170757,511218
86383,814663
1249621,492151
633014,1261467
1009146,585680
571563,1107522
43465,1699
299629,159181
77665,122352
453021,51146
755261,98753
53066,621265
722004,106977
186318,85963
316077,398840
938095,196031
532331,266559
927986,289411
15268,277603
17221,263311
217437,1312814
1439959,1340404
375229,512315
549208,435646
32714,22007
242607,315426
366917,446797
767506,110129
243824,179443
223019,241388
554650,582539
205324,102027
41409,524606
842467,211117
282011,271016
676540,297385
933403,603534
492520,421948
44972,146636
264718,511965
71769,692621
562910,542555
822079,189148
170775,1041983
578753,297064
198792,153668
1518598,891747
114907,118172
432349,855347
508133,751700
513294,281548
1282370,95264
67462,472100
1154247,775166
711150,92373
592847,227571
51424,184727
587515,562302
681997,205902
118787,45970
368676,805581
891151,499757
1052350,77645
478743,736775
552353,579414
37060,437991
13665,7550
589510,1130056
438940,230131
1059694,640641
360638,552264
669448,682909
34066,367067
614448,1403730
357469,131539
1000069,299595
463232,292125
51406,123234
1332063,236759
1019142,485012
231682,519886
246801,331954
1128724,975095
57747,71955
363421,583396
1368876,495860
611645,270081
361279,671103
1183885,436875
747490,747504
324198,89276
69928,216626
75039,91907
414396,441600
819509,867918
404023,54589
680571,734900
111922,52671
1029066,120402
569249,314095
219898,237136
121148,1251280
1189,1891
343646,1066797
1297257,1369836
1154489,289950
406324,946586
34177,320404
505436,457119
19544,2303
277308,237145
781005,666320
459551,34243
788621,492774
279539,184699
502508,122446
